arg-id,x,y,probability,cluster-id
A185001345000000589_2,6.60531,1.868895,1.0,5
A185001345000000590_0,5.206117,1.1893051,1.0,20
A185001345000000590_1,3.3772552,3.7381117,1.0,3
A185001345000000590_2,4.904267,1.8942323,0.8508091184598948,18
A185001345000000590_3,3.9470186,1.541326,1.0,18
A185001345000000591_0,7.9574094,0.46118665,1.0,2
A185001345000000591_1,7.909324,3.2746499,1.0,4
A185001345000000591_2,4.6295924,0.5746562,1.0,20
A185001345000000591_3,3.5225492,5.2547607,1.0,22
A185001345000000591_4,3.0568442,4.3624625,1.0,22
A185001345000000592_0,7.986165,2.2476053,1.0,4
A185001345000000593_0,7.4636884,4.5458655,1.0,8
A185001345000000593_1,9.199594,5.0789385,1.0,1
A185001345000000593_2,6.1963153,2.8585362,0.0,29
A185001345000000593_3,7.457542,1.745371,1.0,2
A185001345000000594_0,9.82384,3.172424,1.0,15
A185001345000000594_1,8.728445,4.6531196,1.0,8
A185001345000000594_2,9.346045,0.6331458,1.0,23
A185001345000000594_3,7.9913764,1.0780977,1.0,2
A185001345000000595_0,9.486971,0.77363414,1.0,23
A185001345000000595_1,9.794802,0.29265973,1.0,23
A185001345000000595_2,10.637265,1.5373011,1.0,6
A185001345000000596_0,6.840743,1.4660244,1.0,2
A185001345000000597_0,6.792903,3.87668,1.0,29
A185001345000000597_1,8.800833,4.62515,1.0,1
A185001345000000597_2,7.8629417,5.715123,1.0,0
A185001345000000597_3,6.040068,-0.2136209,1.0,27
A185001345000000597_4,10.522343,1.4334158,1.0,6
A185001345000000598_0,7.2054267,5.709803,1.0,0
A185001345000000598_1,9.83835,2.695918,1.0,15
A185001345000000598_2,4.995167,3.8157768,1.0,24
A185001345000000598_3,8.093624,4.5093327,1.0,8
A185001345000000598_4,4.3933105,3.0192485,1.0,24
A185001345000000598_5,10.487988,1.0890284,1.0,6
A185001345000000598_6,3.0186439,4.48515,1.0,22
A185001345000000599_0,8.780071,1.7931101,1.0,4
A185001345000000599_1,10.106654,2.4072382,1.0,15
A185001345000000600_0,7.0893664,2.1617668,1.0,5
A185001345000000600_1,8.4380245,1.6814289,1.0,2
A185001345000000600_2,8.903125,5.895074,1.0,28
A185001345000000601_0,7.4321365,-0.10258887,1.0,17
A185001345000000601_1,7.7737584,4.1906133,1.0,8
A185001345000000601_2,10.936717,6.083346,1.0,9
A185001345000000601_3,10.94977,6.201169,1.0,9
A185001345000000601_4,4.2294855,1.7032797,1.0,18
A185001345000000602_0,12.385933,5.7804537,1.0,19
A185001345000000603_0,8.715985,2.3695495,1.0,4
A185001345000000603_1,5.4760437,5.934726,1.0,14
A185001345000000604_0,9.901502,2.819334,1.0,15
A185001345000000604_1,8.271217,3.3138406,1.0,4
A185001345000000604_2,7.233257,3.4920459,1.0,29
A185001345000000604_3,4.5296407,0.20974523,1.0,20
A185001345000000605_0,9.052533,2.7824874,1.0,4
A185001345000000605_1,10.532526,6.04301,1.0,9
A185001345000000605_2,9.235078,6.450684,1.0,28
A185001345000000605_3,9.118012,3.168655,1.0,4
A185001345000000605_4,6.37895,2.1681814,1.0,5
A185001345000000606_0,9.910606,4.175574,1.0,1
A185001345000000606_1,10.007015,1.0327859,1.0,23
A185001345000000606_2,3.3574984,3.4982295,1.0,3
A185001345000000607_0,9.614027,2.3542526,1.0,4
A185001345000000607_1,9.713516,1.5463244,1.0,23
A185001345000000607_2,9.612724,5.3788815,1.0,1
A185001345000000607_3,9.091033,3.2502642,1.0,4
A185001345000000607_4,9.105211,5.6182623,1.0,28
A185001345000000608_0,9.627335,0.64052016,1.0,23
A185001345000000608_1,9.789518,2.979533,1.0,15
A185001345000000609_0,4.8316836,0.8155316,1.0,20
A185001345000000609_1,10.414672,4.2587295,0.8797370205490347,1
A185001345000000609_2,10.258258,1.2689297,1.0,6
A185001345000000610_0,7.5032973,4.763325,1.0,8
A185001345000000610_1,5.1965566,0.3970141,1.0,20
A185001345000000611_0,7.579965,4.107064,1.0,8
A185001345000000611_1,3.2744186,4.689946,1.0,22
A185001345000000611_2,4.655063,0.49988827,1.0,20
A185001345000000612_0,11.004192,3.5651083,1.0,15
A185001345000000612_1,5.8611646,5.572401,1.0,14
A185001345000000612_2,9.400304,0.66837245,1.0,23
A185001345000000612_3,8.246183,1.3171624,1.0,2
A185001345000000613_0,6.1620584,0.26669362,1.0,10
A185001345000000613_1,4.6085806,3.3612556,1.0,24
A185001345000000613_2,11.055863,5.3192368,1.0,16
A185001345000000613_3,6.7998304,6.1809325,1.0,0
A185001345000000613_4,5.744926,1.7390368,1.0,5
A185001345000000613_5,3.425113,3.0481775,1.0,3
A185001345000000614_0,9.790713,2.4709823,1.0,15
A185001345000000614_1,9.522854,1.0875741,1.0,23
A185001345000000615_0,10.570656,1.8247217,1.0,6
A185001345000000615_1,2.939898,3.9816906,1.0,3
A185001345000000615_2,10.098293,4.647596,1.0,1
A185001345000000615_3,11.249447,6.110053,1.0,9
A185001345000000615_4,10.751819,4.9904613,1.0,16
A185001345000000615_5,4.4246163,3.4589982,1.0,24
A185001345000000615_6,10.017319,6.328997,1.0,9
A185001345000000616_0,8.010005,2.3816154,1.0,4
A185001345000000618_0,10.898383,3.6243618,1.0,15
A185001345000000619_0,10.4084,1.0838459,1.0,6
A185001345000000619_1,3.0734248,4.39022,1.0,22
A185001345000000619_2,4.6826377,4.7726316,1.0,13
A185001345000000620_0,4.952555,0.87718475,1.0,20
A185001345000000620_1,6.0979676,-0.27915382,1.0,10
A185001345000000620_2,6.006074,-0.17347544,1.0,27
A185001345000000620_3,5.2520595,0.4019797,1.0,20
A185001345000000621_0,9.35477,3.9115226,1.0,1
A185001345000000621_1,4.936618,4.293273,1.0,24
A185001345000000621_2,7.751546,4.359396,1.0,8
A185001345000000621_3,3.953973,5.1160297,1.0,13
A185001345000000621_4,6.144362,0.4792802,1.0,5
A185001345000000622_0,10.371827,1.4105859,1.0,6
A185001345000000622_1,10.298321,2.4860656,0.928883147388112,15
A185001345000000622_2,10.713972,6.453242,1.0,9
A185001345000000622_3,10.535617,1.6870843,1.0,6
A185001345000000622_4,10.353792,2.3319633,1.0,6
A185001345000000622_5,12.23672,5.6707644,0.4435443565033257,19
A185001345000000622_6,10.56935,1.952899,1.0,6
A185001345000000622_7,9.199026,0.33810592,1.0,23
A185001345000000623_0,4.972914,3.306293,1.0,24
A185001345000000623_1,5.038835,3.418193,1.0,24
A185001345000000623_2,7.9298754,4.640816,1.0,8
A185001345000000623_3,5.6778255,-0.44501916,1.0,27
A185001345000000624_0,8.791675,5.814775,1.0,28
A185001345000000624_1,4.8593893,0.9048695,1.0,20
A185001345000000624_2,4.188485,1.592673,1.0,18
A185001345000000625_0,9.084593,3.8104186,1.0,1
A185001345000000626_0,6.890551,2.0568523,1.0,5
A185001345000000626_1,9.213121,1.0580078,1.0,23
A185001345000000627_0,8.941029,1.5767171,1.0,4
A185001345000000627_1,6.8837814,2.257247,1.0,5
A185001345000000628_0,8.594187,2.909932,1.0,4
A185001345000000629_0,5.893359,-0.15740149,1.0,27
A185001345000000629_1,7.3474736,1.2575628,1.0,2
A185001345000000630_0,7.1104436,2.2382982,1.0,2
A185001345000000630_1,7.363693,4.8156786,1.0,7
A185001345000000630_2,8.109192,6.4619927,1.0,0
A185001345000000630_3,6.688117,3.2897694,1.0,29
A185001345000000630_4,4.9106073,0.5751564,1.0,20
A185001345000000630_5,7.7050486,4.2384624,1.0,8
A185001345000000630_6,3.0168536,4.4421086,1.0,22
A185001345000000631_0,7.7157555,4.003572,1.0,8
A185001345000000631_1,4.200999,3.528932,1.0,24
A185001345000000633_0,7.487746,6.2872143,1.0,0
A185001345000000633_1,8.540766,4.3994117,1.0,8
A185001345000000633_2,7.681421,3.2901316,1.0,29
A185001345000000633_3,4.836441,3.75101,1.0,24
A185001345000000633_4,6.0987053,0.7890533,1.0,5
A185001345000000633_5,5.6980567,0.33750004,1.0,5
A185001345000000633_6,7.262145,-0.20157498,0.8666010948131216,17
A185001345000000633_7,7.430455,-0.17554137,1.0,17
A185001345000000633_8,7.305817,0.7875293,0.9727612192625454,2
A185001345000000633_9,3.3389578,3.9606774,1.0,3
A185001345000000634_0,6.529434,4.6053524,1.0,7
A185001345000000635_0,9.376645,1.0180229,1.0,23
A185001345000000638_0,8.907067,4.685881,1.0,1
A185001345000000638_1,7.0919323,1.4023043,1.0,2
A185001345000000639_0,7.8651667,3.757231,1.0,8
A185001345000000639_1,7.731565,4.060964,1.0,8
A185001345000000640_0,5.084997,1.0647452,1.0,20
A185001345000000640_1,8.38873,5.8825474,1.0,28
A185001345000000640_2,11.442273,4.8024387,1.0,16
A185001345000000640_3,10.204838,6.6131682,1.0,9
A185001345000000640_4,6.109692,0.37103206,1.0,10
A185001345000000640_5,3.3885713,3.6256323,1.0,3
A185001345000000641_0,9.776546,2.2392185,1.0,4
A185001345000000642_0,10.232818,3.0467834,1.0,15
A185001345000000642_1,9.737046,4.190896,1.0,1
A185001345000000642_2,8.561426,5.2920527,1.0,28
A185001345000000642_3,10.278492,3.0265672,1.0,15
A185001345000000642_4,7.060635,1.3594172,1.0,2
A185001345000000642_5,10.6259985,6.4479747,1.0,9
A185001345000000644_0,11.670766,1.7464625,100.0,11
A185001345000000645_0,9.905879,2.8661406,1.0,15
A185001345000000645_1,9.772369,2.8600466,1.0,15
A185001345000000645_2,3.6548176,2.7156572,1.0,3
A185001345000000645_3,6.21004,1.998187,1.0,5
A185001345000000646_0,9.763864,1.793634,1.0,6
A185001345000000646_1,7.4382896,5.699942,1.0,0
A185001345000000647_0,6.7702193,5.1862144,1.0,7
A185001345000000648_0,8.791642,5.7631655,1.0,28
A185001345000000648_1,9.697281,3.4086862,1.0,15
A185001345000000648_2,9.38378,6.0893145,1.0,28
A185001345000000648_3,9.140514,5.310201,1.0,1
A185001345000000648_4,5.538811,5.8431306,1.0,14
A185001345000000648_5,4.732048,3.245948,1.0,24
A185001345000000648_6,8.629014,3.1000214,1.0,4
A185001345000000649_0,8.775342,5.4893513,1.0,28
A185001345000000649_1,5.5064473,0.85449475,1.0,5
A185001345000000649_2,3.2389147,3.1620612,1.0,3
A185001345000000650_0,8.1706705,2.2537727,1.0,4
A185001345000000651_0,5.944829,0.31798366,1.0,5
A185001345000000651_1,10.873674,5.954437,1.0,9
A185001345000000651_2,10.767349,6.202467,1.0,9
A185001345000000651_3,10.217201,6.1744924,1.0,9
A185001345000000651_4,9.063132,6.422845,1.0,28
A185001345000000651_5,4.2174644,2.7567801,1.0,18
A185001345000000651_6,4.158181,2.9283714,1.0,3
A185001345000000651_7,7.2058196,3.2418194,1.0,29
A185001345000000651_8,3.5341537,5.261488,1.0,22
A185001345000000652_0,9.378048,3.9910057,1.0,1
A185001345000000652_1,6.683744,5.107072,1.0,7
A185001345000000652_2,8.963721,3.1717412,1.0,4
A185001345000000653_0,10.792659,5.066586,1.0,16
A185001345000000653_1,9.790178,6.6121955,1.0,28
A185001345000000654_0,11.564336,1.9109458,0.0,11
A185001345000000654_1,10.718047,2.0745215,1.0,6
A185001345000000654_2,4.2427816,5.051514,1.0,13
A185001345000000655_0,3.9594204,2.8289187,1.0,3
A185001345000000655_1,6.077255,-0.15036254,1.0,10
A185001345000000655_2,4.2936316,1.965996,1.0,18
A185001345000000655_3,5.7748647,0.69156045,1.0,5
A185001345000000655_4,3.3075116,3.2777371,1.0,3
A185001345000000656_0,7.734526,1.4182863,1.0,2
A185001345000000657_0,8.00516,4.5092297,1.0,8
A185001345000000657_1,9.598698,3.4137633,1.0,15
A185001345000000657_2,6.9342413,4.5099506,1.0,7
A185001345000000657_3,8.356798,3.5871031,1.0,8
A185001345000000657_4,6.1585293,2.1833878,1.0,5
A185001345000000658_0,7.957011,4.448002,1.0,8
A185001345000000658_1,4.9381576,3.6626427,1.0,24
A185001345000000658_2,10.153411,3.0290234,1.0,15
A185001345000000658_3,3.8354325,4.0848756,1.0,3
A185001345000000658_4,3.7972808,5.272682,1.0,13
A185001345000000659_0,6.9283805,3.3543935,1.0,29
A185001345000000659_1,8.506371,3.7691119,1.0,8
A185001345000000660_0,4.927854,0.7689567,1.0,20
A185001345000000660_1,3.4631443,3.7830098,1.0,3
A185001345000000660_2,7.5595,0.11268999,1.0,17
A185001345000000660_3,4.6739664,1.6196694,1.0,18
A185001345000000660_4,10.103305,6.4525146,1.0,9
A185001345000000661_0,11.589883,1.7505285,0.0,11
A185001345000000662_0,6.796126,2.6635647,1.0,29
A185001345000000662_1,6.884889,3.3642395,1.0,29
A185001345000000662_2,7.6681323,-0.07458887,1.0,17
A185001345000000662_3,6.959836,2.66407,1.0,29
A185001345000000662_4,10.196927,6.570482,1.0,9
A185001345000000662_5,9.687403,5.596497,1.0,1
A185001345000000662_6,4.969137,0.54050386,1.0,20
A185001345000000663_0,10.861352,5.4450483,1.0,16
A185001345000000663_1,10.879342,4.7814846,1.0,16
A185001345000000663_2,9.729301,6.6478357,1.0,28
A185001345000000664_0,9.547708,2.8434644,1.0,15
A185001345000000664_1,8.829743,3.0062816,1.0,4
A185001345000000665_0,9.647514,1.6202239,1.0,23
A185001345000000666_0,8.033031,4.4693303,1.0,8
A185001345000000666_1,5.0175776,3.9160898,1.0,24
A185001345000000666_2,5.8647094,-0.04695052,1.0,27
A185001345000000667_0,5.206671,0.9691138,1.0,20
A185001345000000667_1,5.1789546,0.7098103,1.0,20
A185001345000000667_2,9.72051,5.1702547,1.0,1
A185001345000000667_3,7.671491,5.0805125,1.0,8
A185001345000000668_0,7.33474,3.3707302,1.0,29
A185001345000000668_1,5.494981,1.197493,1.0,5
A185001345000000668_2,3.2473445,3.6011093,1.0,3
A185001345000000668_3,7.983227,3.6081638,1.0,8
A185001345000000669_0,9.098978,3.7924428,1.0,1
A185001345000000669_1,10.518292,6.569996,1.0,9
A185001345000000669_2,11.217781,6.333432,1.0,9
A185001345000000669_3,9.206945,3.3896625,1.0,15
A185001345000000669_4,4.3524103,1.6622459,1.0,18
A185001345000000670_0,7.028114,1.5196396,1.0,2
A185001345000000670_1,6.7653384,3.7462265,1.0,29
A185001345000000670_2,4.8580804,4.5450277,1.0,13
A185001345000000670_3,4.283423,3.5358202,1.0,24
A185001345000000670_4,3.9536102,1.5196594,1.0,18
A185001345000000672_0,7.8472595,6.7141085,1.0,0
A185001345000000672_1,9.293801,4.235939,1.0,1
A185001345000000672_2,8.436962,4.64622,1.0,8
A185001345000000672_3,11.302955,4.92312,1.0,16
A185001345000000672_4,9.753199,0.24123886,0.9989500071418138,23
A185001345000000672_5,7.6799474,3.98786,1.0,8
A185001345000000672_6,6.675137,5.810981,1.0,0
A185001345000000673_0,9.346763,2.2723334,1.0,4
A185001345000000673_1,3.256565,3.1415167,1.0,3
A185001345000000673_2,9.486011,3.3588061,1.0,15
A185001345000000674_0,6.0458775,-0.18246953,1.0,27
A185001345000000674_1,9.126207,1.1300659,1.0,23
A185001345000000674_2,5.250601,0.6436986,1.0,20
A185001345000000675_0,4.636767,3.1261926,1.0,24
A185001345000000676_0,8.873998,3.7664108,1.0,8
A185001345000000676_1,10.145322,5.1615906,1.0,1
A185001345000000676_2,9.430897,3.9992769,1.0,1
A185001345000000676_3,7.572664,4.8259807,1.0,8
A185001345000000676_4,10.598379,6.2957273,1.0,9
A185001345000000676_5,2.715362,3.8960104,0.8320969805468226,3
A185001345000000677_0,8.211245,1.5649533,1.0,2
A185001345000000677_1,6.6935916,-0.20194152,0.7976500302051981,10
A185001345000000678_0,7.048189,1.4332125,1.0,2
A185001345000000678_1,10.399058,5.995757,1.0,9
A185001345000000678_2,9.87538,5.1862936,1.0,1
A185001345000000678_3,5.2813663,0.56149644,1.0,20
A185001345000000678_4,3.7517097,2.7265534,1.0,3
A185001345000000678_5,4.9602327,1.3356495,1.0,18
A185001345000000678_6,4.45601,2.8363276,1.0,24
A185001345000000678_7,7.019969,1.3536937,1.0,2
A185001345000000679_0,9.873802,2.7658637,1.0,15
A185001345000000679_1,7.991227,3.5815876,1.0,8
A185001345000000679_2,11.061782,3.4633553,1.0,15
A185001345000000679_3,7.9633665,1.4042155,1.0,2
A185001345000000679_4,8.945908,1.2597,1.0,23
A185001345000000679_5,10.399841,1.6218232,1.0,6
A185001345000000679_6,9.864096,1.8511316,1.0,6
A185001345000000680_0,10.377646,3.2331371,1.0,15
A185001345000000680_1,9.569006,3.0454962,1.0,15
A185001345000000680_2,11.320792,4.4857006,1.0,16
A185001345000000680_3,6.894464,4.552255,1.0,7
A185001345000000681_0,6.4845943,4.036126,1.0,7
A185001345000000681_1,3.4964044,4.4606667,0.8507876850180613,22
A185001345000000682_0,6.8564024,2.0582042,1.0,5
A185001345000000682_1,4.8867345,4.449466,1.0,24
A185001345000000683_0,8.212119,3.013242,1.0,4
A185001345000000685_0,11.056643,3.4869423,1.0,15
A185001345000000685_1,9.286012,1.5059687,1.0,23
A185001345000000686_0,9.644835,0.89447033,1.0,23
A185001345000000686_1,10.518381,1.9325454,1.0,6
A185001345000000686_2,4.190992,3.4415643,1.0,24
A185001345000000686_3,4.8264666,1.6402247,1.0,18
A185001345000000686_4,4.1113486,5.244308,1.0,13
A185001345000000686_5,9.501505,6.7043915,1.0,28
A185001345000000686_6,10.219901,6.568781,1.0,9
A185001345000000686_7,5.687776,0.29741836,1.0,5
A185001345000000687_0,10.3792305,1.3193883,1.0,6
A185001345000000687_1,9.589162,5.179439,1.0,1
A185001345000000687_2,10.832536,4.478773,0.8935346704428505,16
A185001345000000687_3,9.63333,1.0283774,1.0,23
A185001345000000687_4,9.874653,0.8618174,1.0,23
A185001345000000687_5,8.769688,2.10006,1.0,4
A185001345000000687_6,8.316313,1.5997466,1.0,2
A185001345000000688_0,6.9687514,3.2928975,1.0,29
A185001345000000688_1,8.816641,3.9880233,1.0,8
A185001345000000689_0,10.738782,5.2234564,1.0,16
A185001345000000689_1,10.207775,5.0234866,1.0,1
A185001345000000689_2,6.59122,0.6978013,0.8963346449686161,5
A185001345000000690_0,7.0789895,1.7237755,1.0,2
A185001345000000690_1,7.006921,3.4165847,1.0,29
A185001345000000690_2,8.483962,2.1219647,1.0,4
A185001345000000690_3,12.412786,5.776943,0.922705062586677,19
A185001345000000690_4,4.78593,3.4433615,1.0,24
A185001345000000690_5,5.703092,-0.10044771,1.0,27
A185001345000000690_6,7.8343287,1.7958262,1.0,2
A185001345000000690_7,9.86368,1.534572,1.0,6
A185001345000000690_8,3.0926924,4.8185105,1.0,22
A185001345000000691_0,7.382897,4.092138,1.0,8
A185001345000000692_0,10.681507,1.9720639,1.0,6
A185001345000000692_1,7.986387,3.3088453,1.0,4
A185001345000000693_0,5.8637347,-0.17061402,1.0,27
A185001345000000693_1,8.885009,5.2008586,1.0,1
A185001345000000693_2,6.09422,0.15620723,1.0,10
A185001345000000694_0,9.723119,3.195075,1.0,15
A185001345000000695_0,9.225119,3.9380434,1.0,1
A185001345000000695_1,8.723561,4.8478074,1.0,8
A185001345000000695_2,7.094075,1.1788514,1.0,2
A185001345000000695_3,9.098479,3.259142,1.0,4
A185001345000000695_4,5.0441856,2.396209,0.0,18
A185001345000000696_0,9.662434,0.772598,1.0,23
A185001345000000696_1,9.217068,3.5921187,1.0,15
A185001345000000697_0,3.1756597,4.5748286,1.0,22
A185001345000000699_0,9.222574,3.5899482,1.0,15
A185001345000000699_1,12.340438,5.779697,1.0,19
A185001345000000699_2,4.1497397,3.5895336,1.0,24
A185001345000000699_3,3.4891872,3.4700925,1.0,3
A185001345000000700_0,5.737572,-0.19289064,1.0,27
A185001345000000700_1,6.161552,-0.17885484,1.0,10
A185001345000000700_2,10.752189,5.876689,1.0,9
A185001345000000701_0,6.8386803,3.3005369,1.0,29
A185001345000000701_1,3.839027,3.5070274,1.0,3
A185001345000000701_2,9.150982,4.759146,1.0,1
A185001345000000701_3,6.844736,3.279311,1.0,29
A185001345000000701_4,6.3458786,4.280674,1.0,7
A185001345000000701_5,6.632588,4.2824078,1.0,7
A185001345000000702_0,8.62998,5.3291173,1.0,28
A185001345000000702_1,8.682743,4.0225997,1.0,8
A185001345000000702_2,7.885444,4.274516,1.0,8
A185001345000000702_3,7.8828564,5.843815,1.0,0
A185001345000000702_4,5.4056306,5.646128,1.0,14
A185001345000000702_5,9.111657,3.8443441,1.0,1
A185001345000000703_0,6.443538,3.73943,1.0,29
A185001345000000703_1,9.864332,6.370534,1.0,28
A185001345000000703_2,4.415983,3.3984613,1.0,24
A185001345000000703_3,7.57515,3.5387256,1.0,29
A185001345000000703_4,4.868339,1.448189,1.0,18
A185001345000000704_0,8.552224,5.428475,1.0,28
A185001345000000704_1,8.663176,4.8026505,1.0,8
A185001345000000704_2,4.490984,0.391705,1.0,20
A185001345000000705_0,5.91434,0.62012494,1.0,5
A185001345000000705_1,4.2777367,3.2194178,1.0,24
A185001345000000705_2,9.873573,5.0196295,1.0,1
A185001345000000705_3,12.356384,5.7922006,1.0,19
A185001345000000705_4,4.734245,3.9116366,1.0,24
A185001345000000705_5,3.8679886,2.7946708,1.0,3
A185001345000000705_6,3.6440537,2.8676932,1.0,3
A185001345000000706_0,7.666859,6.7877374,1.0,0
A185001345000000706_1,10.20551,3.1464484,1.0,15
A185001345000000706_2,5.75341,0.45788133,1.0,5
A185001345000000707_0,9.150902,3.2110713,1.0,4
A185001345000000708_0,7.910067,3.627307,1.0,8
A185001345000000708_1,9.101065,1.0358293,1.0,23
A185001345000000708_2,5.007669,2.7143192,0.954672577788124,24
A185001345000000709_0,8.158065,6.386731,1.0,0
A185001345000000709_1,5.2380357,4.5476117,0.8124154775122739,24
A185001345000000709_2,7.5683002,6.497877,1.0,0
A185001345000000709_3,4.2430067,1.4005973,1.0,18
A185001345000000710_0,4.2856064,2.1259816,1.0,18
A185001345000000710_1,10.582069,5.2960963,1.0,1
A185001345000000710_2,4.3491592,3.281479,1.0,24
A185001345000000710_3,9.355287,2.4742212,1.0,4
A185001345000000710_4,8.423846,1.6335849,1.0,2
A185001345000000711_0,9.1995735,5.7750387,1.0,28
A185001345000000711_1,6.8222938,2.3606718,1.0,5
A185001345000000711_2,10.887501,1.8563467,1.0,6
A185001345000000711_3,8.51281,5.9992633,1.0,28
A185001345000000711_4,4.145944,2.5774236,1.0,18
A185001345000000712_0,12.3480625,5.7676067,1.0,19
A185001345000000713_0,8.0401325,4.0357585,1.0,8
A185001345000000713_1,8.812423,0.71524906,1.0,23
A185001345000000713_2,9.415161,0.20251317,1.0,23
A185001345000000713_3,11.143359,5.861146,1.0,9
A185001345000000713_4,10.282283,1.2695966,1.0,6
A185001345000000714_0,11.086776,3.4796278,1.0,15
A185001345000000714_1,7.637478,2.1886325,1.0,2
A185001345000000715_0,9.47986,5.068428,1.0,1
A185001345000000715_1,10.549347,5.9692526,1.0,9
A185001345000000715_2,4.0939903,4.775181,1.0,13
A185001345000000715_3,7.615971,-0.0016950791,1.0,17
A185001345000000715_4,2.96373,4.5823145,1.0,22
A185001345000000716_0,6.6363716,5.792196,1.0,0
A185001345000000717_0,4.1866603,1.6504376,1.0,18
A185001345000000717_1,5.2503657,1.8520033,0.0,5
A185001345000000717_2,10.208297,4.116568,0.984843951630013,15
A185001345000000717_3,5.102225,1.7938831,0.7596025723086718,18
A185001345000000717_4,4.350515,1.3883705,1.0,18
A185001345000000718_0,7.2271705,3.9925594,1.0,29
A185001345000000719_0,8.8355665,1.4157271,1.0,2
A185001345000000719_1,4.290122,3.708385,1.0,24
A185001345000000719_2,10.872883,3.6196115,1.0,15
A185001345000000719_3,5.7542243,5.3848634,1.0,14
A185001345000000720_0,8.330348,4.0461855,1.0,8
A185001345000000720_1,5.9519997,0.14854124,1.0,10
A185001345000000721_0,6.6024127,5.7553005,1.0,0
A185001345000000721_1,7.1252484,4.6584044,1.0,7
A185001345000000721_2,6.0212407,-0.1967854,1.0,27
A185001345000000721_3,4.0615163,4.5999427,1.0,13
A185001345000000721_4,4.134496,1.7327638,1.0,18
A185001345000000721_5,6.0582595,5.217018,1.0,14
A185001345000000721_6,5.8607078,0.43714586,1.0,5
A185001345000000722_0,4.0071335,1.6380286,1.0,18
A185001345000000722_1,3.6620252,2.7699296,1.0,3
A185001345000000722_2,9.2902975,3.5877368,1.0,15
A185001345000000722_3,3.3852792,3.185643,1.0,3
A185001345000000723_0,10.50839,3.512011,1.0,15
A185001345000000723_1,7.1787014,2.0092483,1.0,2
A185001345000000724_0,6.9824634,3.433124,1.0,29
A185001345000000724_1,6.780036,4.6311445,1.0,7
A185001345000000724_2,4.4324236,4.257006,1.0,24
A185001345000000725_0,12.382333,5.780486,1.0,19
A185001345000000726_0,7.93952,2.7399976,1.0,4
A185001345000000726_1,9.007092,2.7874439,1.0,4
A185001345000000727_0,7.18082,2.2624621,1.0,2
A185001345000000727_1,4.0687494,3.554491,1.0,3
A185001345000000727_2,8.80559,5.3680253,1.0,28
A185001345000000727_3,3.5854175,3.5085716,1.0,3
A185001345000000727_4,3.217697,3.7641954,1.0,3
A185001345000000728_0,8.222024,3.62042,1.0,8
A185001345000000728_1,4.0886145,4.372716,1.0,13
A185001345000000728_2,7.3160424,2.3726163,1.0,2
A185001345000000729_0,10.326414,5.664415,1.0,9
A185001345000000730_0,10.108904,4.9784026,1.0,1
A185001345000000730_1,10.452111,5.1691384,1.0,1
A185001345000000731_0,8.595761,1.9263902,1.0,4
A185001345000000732_0,9.583076,0.89065796,1.0,23
A185001345000000732_1,9.869846,2.5009775,1.0,15
A185001345000000732_2,5.0873284,4.3196945,1.0,24
A185001345000000732_3,6.978347,4.5154357,1.0,7
A185001345000000733_0,7.5114164,3.841154,1.0,8
A185001345000000734_0,6.820451,3.2575521,1.0,29
A185001345000000734_1,10.201067,1.376043,1.0,6
A185001345000000734_2,3.7341816,2.7077353,1.0,3
A185001345000000735_0,9.67193,2.3157086,1.0,4
A185001345000000735_1,6.965392,3.296264,1.0,29
A185001345000000735_2,5.4831223,3.811655,1.0,24
A185001345000000736_0,6.719508,3.8009179,1.0,29
A185001345000000737_0,8.07127,2.7139888,1.0,4
A185001345000000738_0,5.309068,0.20426159,1.0,20
A185001345000000738_1,9.544729,2.337285,1.0,4
A185001345000000738_2,6.4420056,5.613732,1.0,14
A185001345000000738_3,3.6886487,4.1138625,1.0,3
A185001345000000738_4,6.865213,6.2058506,1.0,0
A185001345000000738_5,4.1635566,5.059833,1.0,13
A185001345000000738_6,3.179833,4.0827665,1.0,3
A185001345000000739_0,9.053733,4.366543,1.0,1
A185001345000000739_1,10.544979,2.1291213,1.0,6
A185001345000000739_2,7.2097225,2.2085795,1.0,2
A185001345000000740_0,9.510045,1.0657688,1.0,23
A185001345000000740_1,9.434889,3.5142627,1.0,15
A185001345000000741_0,9.590936,3.7773557,1.0,15
A185001345000000741_1,9.595062,3.8094463,1.0,15
A185001345000000741_2,9.484059,3.5915267,1.0,15
A185001345000000741_3,6.7223167,5.700473,1.0,0
A185001345000000741_4,7.603602,2.7340264,1.0,4
A185001345000000742_0,8.0550375,3.855468,1.0,8
A185001345000000742_1,6.5928864,0.012843199,1.0,10
A185001345000000742_2,3.7362423,3.2930634,1.0,3
A185001345000000742_3,8.1797085,1.6183683,1.0,2
A185001345000000744_0,5.4504557,5.862906,1.0,14
A185001345000000745_0,5.9889865,5.6364427,1.0,14
A185001345000000745_1,5.621514,0.42636248,1.0,5
A185001345000000745_2,10.868672,1.6868275,1.0,6
A185001345000000745_3,9.838215,5.3130035,1.0,1
A185001345000000745_4,5.924744,0.10650209,1.0,10
A185001345000000746_0,4.1877775,4.29622,1.0,13
A185001345000000746_1,3.9614127,4.0312247,1.0,24
A185001345000000747_0,4.679079,0.5411783,1.0,20
A185001345000000747_1,9.194802,5.2488365,1.0,1
A185001345000000747_2,9.658942,5.0019975,1.0,1
A185001345000000747_3,4.980815,0.81663513,1.0,20
